merchant_id,category,city,years_active,credit_tier,monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,credit_score,score_trajectory,projected_score_3months,recommendation_eligible,recommendation_max_amount,recommendation_interest_rate,recommendation_tenure_months,recommendation_tier
MID_0097,Gym,Ahmedabad,4.3,excellent,760774.42,0.0834,0.8705,0.0332,0.0073,1.6741,0.4788,0.8852,1.3018,0.0543,851.6099,282.7668,0.8973,0.0468,0.1268,798,"[743, 755, 749, 744, 765, 798]",812,True,1000000,15.0,18.0,Standard
MID_0098,SaaS,Pune,1.4,average,34824.73,0.0023,0.6532,0.0637,0.016,3.754,0.3272,0.5502,1.0932,0.1086,793.77,135.919,0.5996,0.1941,0.4979,703,"[650, 666, 680, 687, 704, 703]",739,True,1000000,15.0,18.0,Standard
MID_0099,Restaurant,Hyderabad,4.6,average,108351.07,-0.019,0.617,0.1207,0.0156,3.4762,0.2323,0.4251,1.2949,0.142,1449.5406,292.8654,0.5742,0.1336,0.3588,702,"[678, 681, 696, 705, 710, 702]",737,True,1000000,15.0,18.0,Standard
MID_0100,Retail,Surat,4.8,average,144914.84,0.0037,0.6022,0.0852,0.022,3.4015,0.305,0.45,1.0816,0.1075,463.5264,242.7836,0.6494,0.1186,0.3829,699,"[670, 664, 661, 657, 646, 699]",728,True,400000,18.5,12.0,Basic
MID_0101,Food Delivery,Surat,0.8,poor,23601.83,-0.0881,0.4071,0.1662,0.0354,5.0316,0.1112,0.4179,0.9078,0.2366,416.5408,93.5482,0.4075,0.2832,0.6769,591,"[545, 536, 554, 554, 564, 591]",617,True,100000,24.0,6.0,Micro
MID_0102,Auto Parts,Delhi,0.7,excellent,702999.01,0.1387,0.8667,0.0372,0.0068,1.3315,0.4607,0.8152,1.4176,0.043,4251.0787,910.9976,0.8538,0.0373,0.1259,803,"[787, 773, 783, 778, 774, 803]",848,True,2000000,12.5,24.0,Premium
MID_0103,Gym,Mumbai,1.2,good,197915.77,0.1035,0.8476,0.0425,0.0149,2.0873,0.3039,0.6265,1.4567,0.0836,2453.5878,340.8239,0.8018,0.0657,0.2541,772,"[768, 764, 781, 785, 784, 772]",796,True,1000000,15.0,18.0,Standard
MID_0104,Electronics,Delhi,2.4,good,254454.6,0.1229,0.8379,0.0682,0.0145,2.1514,0.4965,0.6277,1.5676,0.1194,934.2801,265.5858,0.7572,0.099,0.2718,780,"[747, 737, 760, 779, 796, 780]",824,True,1000000,15.0,18.0,Standard
MID_0105,Grocery,Bangalore,4.2,excellent,317903.08,0.0938,0.9184,0.01,0.0074,1.2015,0.4826,0.8792,1.9431,0.0538,2159.073,239.4432,0.9263,0.0467,0.2162,830,"[752, 775, 776, 765, 762, 830]",850,True,2000000,12.5,24.0,Premium
MID_0106,Travel,Kolkata,6.4,bad,16637.5,-0.2099,0.3922,0.3734,0.0957,8.722,0.0379,0.1801,0.7526,0.3475,290.9745,10.7307,0.3176,0.6346,0.8872,485,"[393, 402, 424, 448, 442, 485]",526,False,0,,,Ineligible
MID_0107,Electronics,Pune,6.1,good,409037.07,0.0418,0.8617,0.0344,0.0121,2.2782,0.4773,0.6393,1.2326,0.0675,669.487,279.6606,0.7194,0.0401,0.2772,789,"[721, 721, 728, 717, 721, 789]",813,True,1000000,15.0,18.0,Standard
MID_0108,Electronics,Ahmedabad,1.1,poor,22084.47,-0.0586,0.5689,0.1296,0.0251,4.1264,0.1678,0.3204,1.1245,0.193,515.8214,79.4327,0.461,0.2056,0.7073,654,"[614, 607, 599, 612, 626, 654]",680,True,400000,18.5,12.0,Basic
MID_0109,Freelancer,Chennai,2.7,excellent,423864.06,0.1599,0.9138,0.0116,0.001,1.0876,0.656,0.8563,1.6362,0.0239,1669.2025,1348.7432,0.977,0.0289,0.1173,847,"[769, 780, 780, 780, 780, 847]",859,True,2000000,12.5,24.0,Premium
MID_0110,Grocery,Ahmedabad,4.0,good,165271.42,0.028,0.8404,0.0634,0.0059,1.6876,0.4083,0.7441,1.3949,0.0888,2601.9929,672.8837,0.7754,0.0828,0.3734,786,"[726, 747, 760, 765, 786, 786]",805,True,1000000,15.0,18.0,Standard
MID_0111,Retail,Ahmedabad,1.8,bad,23682.11,-0.0641,0.1815,0.3058,0.0993,6.6124,0.0998,0.1866,0.9502,0.3367,368.7816,46.1378,0.1654,0.4664,0.7493,478,"[450, 467, 477, 483, 485, 478]",497,False,0,,,Ineligible
MID_0112,SaaS,Surat,4.9,bad,4237.0,-0.2257,0.3449,0.3964,0.092,9.2808,0.0902,0.1249,0.8964,0.4058,215.5663,12.749,0.2427,0.5355,0.8202,460,"[400, 387, 391, 387, 387, 460]",489,False,0,,,Ineligible
MID_0113,Grocery,Chennai,6.8,poor,42732.45,0.0264,0.4024,0.1591,0.0423,5.3221,0.1185,0.3603,1.0512,0.1925,409.2016,110.9104,0.4436,0.2872,0.6136,600,"[520, 534, 535, 551, 557, 600]",621,True,400000,18.5,12.0,Basic
MID_0114,Clothing,Hyderabad,6.8,good,213892.8,0.1393,0.8327,0.0437,0.0132,2.0103,0.4271,0.5748,1.1153,0.0761,1985.109,224.3086,0.8567,0.087,0.27,792,"[740, 736, 736, 728, 736, 792]",816,True,1000000,15.0,18.0,Standard
MID_0115,Freelancer,Hyderabad,5.6,good,206871.28,0.0226,0.8448,0.0684,0.0051,2.823,0.4295,0.6702,1.1042,0.0677,2512.7139,313.8218,0.8741,0.0914,0.2848,772,"[741, 753, 771, 771, 761, 772]",805,True,1000000,15.0,18.0,Standard
MID_0116,EdTech,Surat,5.1,good,117536.77,0.0283,0.8781,0.062,0.0136,1.5223,0.4422,0.7285,1.2494,0.0605,2413.686,729.7809,0.845,0.1042,0.32,786,"[734, 759, 754, 756, 756, 786]",808,True,1000000,15.0,18.0,Standard
MID_0117,Pharmacy,Hyderabad,5.6,average,89240.13,0.0741,0.6217,0.084,0.0125,3.3152,0.2749,0.4446,1.1412,0.1741,1142.7426,185.3482,0.7051,0.2136,0.5299,698,"[684, 686, 707, 707, 715, 698]",715,True,400000,18.5,12.0,Basic
MID_0118,Gym,Mumbai,7.0,average,139105.68,-0.0129,0.7279,0.1,0.023,2.7633,0.2307,0.3919,1.2563,0.1137,460.3856,146.3899,0.6468,0.2088,0.4415,705,"[643, 653, 645, 655, 641, 705]",725,True,1000000,15.0,18.0,Standard
MID_0119,SaaS,Bangalore,4.2,poor,12072.66,-0.0201,0.4957,0.1724,0.049,4.1499,0.0845,0.2439,0.9933,0.182,325.5492,102.489,0.3938,0.3218,0.6379,610,"[559, 560, 568, 560, 578, 610]",638,True,400000,18.5,12.0,Basic
MID_0120,Gym,Jaipur,5.0,good,356378.74,0.1494,0.7748,0.0751,0.0086,1.3769,0.4896,0.7336,1.3017,0.066,2317.9221,191.844,0.8321,0.0872,0.2338,796,"[794, 789, 795, 782, 807, 796]",807,True,1000000,15.0,18.0,Standard
MID_0121,Restaurant,Delhi,3.6,good,239374.02,0.0817,0.7445,0.0648,0.0113,1.6022,0.4323,0.6825,1.235,0.0924,842.9088,681.4569,0.7189,0.0975,0.2235,756,"[717, 713, 719, 712, 725, 756]",768,True,1000000,15.0,18.0,Standard
MID_0122,EdTech,Ahmedabad,7.3,average,84370.64,0.0035,0.5525,0.0671,0.0117,3.1483,0.264,0.5889,1.2339,0.1075,1140.6491,275.2426,0.6595,0.1548,0.5455,693,"[644, 663, 663, 675, 677, 693]",705,True,400000,18.5,12.0,Basic
MID_0123,Restaurant,Bangalore,5.5,good,182372.74,0.0769,0.8195,0.0739,0.0059,2.6299,0.3366,0.6302,1.5812,0.069,1464.2887,695.4701,0.844,0.0919,0.3594,774,"[773, 765, 766, 775, 792, 774]",795,True,1000000,15.0,18.0,Standard
MID_0124,SaaS,Kolkata,6.3,average,127613.01,0.068,0.6955,0.1313,0.0172,2.9762,0.3309,0.477,1.019,0.1655,216.0683,265.7664,0.6392,0.1892,0.4948,724,"[657, 670, 680, 682, 696, 724]",758,True,1000000,15.0,18.0,Standard
MID_0125,Electronics,Jaipur,7.2,average,31117.01,0.0734,0.6511,0.0975,0.0174,2.3308,0.3077,0.4505,1.0993,0.1278,859.0081,183.1288,0.6144,0.1981,0.3658,716,"[696, 693, 718, 732, 718, 716]",728,True,1000000,15.0,18.0,Standard
MID_0126,EdTech,Jaipur,0.5,excellent,561481.44,0.1738,0.8896,0.0253,0.0024,1.6715,0.6876,0.7908,1.338,0.0289,2708.7319,1208.2715,0.9306,0.0289,0.1986,824,"[752, 751, 769, 793, 789, 824]",840,True,2000000,12.5,24.0,Premium
MID_0127,Restaurant,Bangalore,4.2,poor,49532.15,-0.0468,0.4085,0.1455,0.0236,5.5566,0.1059,0.3814,0.9476,0.2273,630.0045,19.8825,0.4956,0.321,0.5271,622,"[572, 595, 581, 595, 602, 622]",662,True,400000,18.5,12.0,Basic
MID_0128,Auto Parts,Jaipur,6.4,bad,18785.32,-0.2101,0.3538,0.2259,0.0795,7.637,0.0457,0.2298,0.8256,0.414,292.3804,16.1707,0.2415,0.4529,0.7235,490,"[454, 460, 479, 485, 483, 490]",535,False,0,,,Ineligible
MID_0129,Freelancer,Hyderabad,2.0,average,67442.2,0.0145,0.6845,0.1385,0.0198,3.9167,0.2657,0.5327,1.0967,0.1115,657.9091,164.8962,0.647,0.1801,0.4335,713,"[695, 712, 718, 704, 695, 713]",735,True,1000000,15.0,18.0,Standard
MID_0130,Grocery,Bangalore,7.9,average,49064.22,-0.0138,0.7069,0.0763,0.0181,2.7174,0.2569,0.5155,1.2027,0.1562,491.5996,208.2511,0.6161,0.1613,0.5094,711,"[688, 690, 707, 719, 743, 711]",737,True,1000000,15.0,18.0,Standard
MID_0131,Clothing,Surat,7.0,poor,29148.92,-0.0707,0.4958,0.2122,0.031,4.7652,0.1686,0.2432,1.0812,0.2071,414.1704,118.2626,0.3671,0.3732,0.6617,594,"[553, 544, 563, 548, 552, 594]",606,True,100000,24.0,6.0,Micro
MID_0132,Electronics,Pune,5.0,poor,43004.65,0.0096,0.4193,0.2227,0.0365,3.2186,0.1649,0.3156,1.1392,0.2529,650.3808,31.7339,0.4749,0.2726,0.5769,628,"[585, 608, 618, 622, 629, 628]",638,True,400000,18.5,12.0,Basic
MID_0133,Retail,Pune,3.8,bad,14938.98,-0.1071,0.3897,0.3706,0.0593,9.4956,0.0956,0.1456,0.8621,0.3422,368.9676,41.9949,0.2362,0.5908,0.7614,519,"[493, 516, 508, 531, 537, 519]",533,True,100000,24.0,6.0,Micro
MID_0134,Clothing,Hyderabad,7.0,average,42980.62,0.0338,0.6905,0.1381,0.0216,3.2931,0.3398,0.5443,1.0461,0.1459,631.23,62.7554,0.5592,0.1953,0.4616,695,"[660, 670, 673, 658, 670, 695]",709,True,400000,18.5,12.0,Basic
MID_0135,Healthcare,Surat,0.8,poor,25727.82,-0.0346,0.4167,0.2092,0.0382,3.8446,0.1912,0.2839,1.1055,0.1843,209.4264,38.0859,0.5218,0.3434,0.6869,621,"[604, 627, 647, 658, 681, 621]",666,True,400000,18.5,12.0,Basic
MID_0136,Electronics,Delhi,0.8,average,78121.97,0.0348,0.567,0.0768,0.0211,3.4519,0.216,0.5792,1.2554,0.1142,439.1905,200.3901,0.593,0.1138,0.4842,684,"[644, 650, 661, 649, 661, 684]",706,True,400000,18.5,12.0,Basic
MID_0137,Travel,Surat,4.2,good,116113.63,0.1052,0.736,0.061,0.014,1.6356,0.3901,0.6733,1.2528,0.0909,1913.88,355.1454,0.7569,0.0743,0.201,759,"[697, 716, 706, 720, 740, 759]",791,True,1000000,15.0,18.0,Standard
MID_0138,Healthcare,Chennai,4.2,excellent,543430.31,0.0664,0.8865,0.0348,0.0072,1.1964,0.6334,0.8567,1.8092,0.0557,4368.2665,1336.9277,0.9556,0.0332,0.2154,809,"[794, 801, 812, 803, 804, 809]",837,True,2000000,12.5,24.0,Premium
MID_0139,Electronics,Ahmedabad,4.3,excellent,358091.25,0.0521,0.8811,0.0389,0.0079,1.6842,0.6393,0.7351,1.4115,0.0427,3176.4126,1769.9513,0.869,0.0393,0.2409,816,"[778, 772, 784, 789, 806, 816]",855,True,2000000,12.5,24.0,Premium
MID_0140,Auto Parts,Mumbai,0.8,average,41748.43,0.0768,0.6767,0.0819,0.0211,3.1573,0.2769,0.4629,1.1136,0.1588,1367.6946,60.2377,0.5928,0.2167,0.3946,715,"[691, 711, 697, 717, 720, 715]",757,True,1000000,15.0,18.0,Standard
MID_0141,Freelancer,Chennai,2.1,good,199971.89,0.1132,0.7389,0.0415,0.0131,2.4405,0.3963,0.6458,1.2054,0.0613,2583.4125,115.7122,0.7078,0.0859,0.2322,750,"[683, 678, 670, 694, 703, 750]",761,True,1000000,15.0,18.0,Standard
MID_0142,Auto Parts,Chennai,7.6,good,268747.35,0.0813,0.7971,0.041,0.0091,1.2854,0.4165,0.7035,1.4116,0.0858,919.3043,579.9138,0.866,0.0877,0.2138,774,"[759, 780, 793, 811, 820, 774]",786,True,1000000,15.0,18.0,Standard
MID_0143,Auto Parts,Jaipur,4.3,excellent,470059.8,0.0761,0.9285,0.0348,0.0073,1.7749,0.6123,0.8305,1.5593,0.0217,3025.2294,613.0753,0.9543,0.0416,0.1572,833,"[780, 769, 759, 764, 758, 833]",861,True,2000000,12.5,24.0,Premium
MID_0144,SaaS,Jaipur,3.6,good,295905.76,0.1226,0.8125,0.0359,0.0051,2.3091,0.4376,0.6132,1.2811,0.0608,2128.9398,277.5429,0.8539,0.0739,0.2731,791,"[727, 744, 748, 748, 755, 791]",820,True,1000000,15.0,18.0,Standard
MID_0145,SaaS,Pune,6.3,good,130229.47,0.1323,0.7391,0.0415,0.0128,2.8985,0.3201,0.6517,1.493,0.1061,2035.0634,579.1951,0.7094,0.0711,0.3272,764,"[725, 713, 709, 709, 718, 764]",799,True,1000000,15.0,18.0,Standard
MID_0146,SaaS,Jaipur,2.6,bad,3404.04,-0.0721,0.1938,0.3236,0.0406,9.1034,0.0945,0.1681,0.7584,0.4525,228.6917,36.4302,0.2915,0.5522,0.7399,527,"[498, 499, 511, 512, 505, 527]",541,True,100000,24.0,6.0,Micro
MID_0147,Auto Parts,Delhi,4.6,poor,37152.74,-0.0242,0.4299,0.226,0.0268,5.8892,0.1346,0.2889,0.9012,0.2045,454.3667,73.6562,0.4657,0.2612,0.5257,610,"[574, 569, 572, 572, 577, 610]",641,True,400000,18.5,12.0,Basic
MID_0148,Healthcare,Ahmedabad,5.6,poor,54927.98,-0.0373,0.4093,0.1697,0.0437,3.6611,0.1641,0.376,1.0031,0.2294,474.9563,88.5859,0.4106,0.2517,0.5878,611,"[550, 547, 541, 549, 541, 611]",633,True,400000,18.5,12.0,Basic
MID_0149,Gym,Hyderabad,2.3,good,160058.8,0.0498,0.8536,0.0718,0.0086,2.5579,0.324,0.5657,1.5779,0.0845,516.5592,699.9625,0.8724,0.1078,0.2742,777,"[712, 708, 700, 716, 721, 777]",795,True,1000000,15.0,18.0,Standard
MID_0150,Restaurant,Jaipur,6.5,average,95629.48,0.0302,0.6287,0.1149,0.0126,3.953,0.2987,0.4812,1.2068,0.1012,473.9781,191.0621,0.6053,0.1735,0.4019,698,"[659, 659, 664, 657, 670, 698]",733,True,400000,18.5,12.0,Basic
MID_0151,Grocery,Ahmedabad,1.8,excellent,525757.04,0.0957,0.863,0.0181,0.0027,1.4322,0.5452,0.7365,1.9714,0.026,4183.8071,517.8931,0.9149,0.0498,0.2274,821,"[751, 758, 766, 767, 780, 821]",847,True,2000000,12.5,24.0,Premium
MID_0152,Gym,Delhi,3.9,good,195116.64,0.0928,0.8691,0.0429,0.0052,1.2425,0.4735,0.7426,1.1995,0.0903,2122.8274,222.1772,0.8405,0.0684,0.3346,803,"[730, 726, 737, 727, 719, 803]",834,True,2000000,12.5,24.0,Premium
MID_0153,Salon,Surat,4.8,poor,10816.38,-0.0789,0.4025,0.1612,0.0287,3.8024,0.1574,0.2597,1.0112,0.3008,354.2154,76.6266,0.5721,0.2745,0.5405,629,"[592, 605, 593, 585, 574, 629]",669,True,400000,18.5,12.0,Basic
MID_0154,EdTech,Mumbai,0.7,good,315714.93,0.0308,0.762,0.0378,0.0115,2.7709,0.3619,0.5995,1.2421,0.0939,828.1928,686.9624,0.7051,0.0931,0.3721,746,"[674, 670, 673, 697, 710, 746]",785,True,1000000,15.0,18.0,Standard
MID_0155,Freelancer,Surat,3.8,average,93932.68,0.0709,0.6463,0.0782,0.0113,2.6157,0.2501,0.4143,1.0032,0.1523,1185.7815,75.4381,0.5987,0.1642,0.4876,716,"[694, 711, 719, 736, 743, 716]",761,True,1000000,15.0,18.0,Standard
MID_0156,Salon,Kolkata,2.4,poor,39173.38,0.0077,0.4007,0.1303,0.0388,4.5498,0.176,0.3349,1.0735,0.2181,553.9199,70.8541,0.4118,0.2338,0.5151,612,"[568, 581, 585, 583, 574, 612]",623,True,400000,18.5,12.0,Basic
MID_0157,Electronics,Delhi,2.6,excellent,427483.87,0.0516,0.8617,0.0104,0.0025,1.4202,0.6464,0.8246,1.56,0.0479,933.2959,344.4016,0.9476,0.0158,0.14,827,"[817, 812, 812, 798, 822, 827]",861,True,2000000,12.5,24.0,Premium
MID_0158,Healthcare,Ahmedabad,2.4,bad,6434.17,-0.0809,0.1735,0.3665,0.0525,6.3347,0.0969,0.2392,0.7476,0.4402,310.6536,29.7311,0.1781,0.4944,0.7247,498,"[462, 456, 459, 444, 461, 498]",533,False,0,,,Ineligible
MID_0159,Healthcare,Hyderabad,0.6,excellent,619790.65,0.1451,0.9275,0.0211,0.0016,1.1577,0.4729,0.8547,1.9516,0.0599,3425.5558,307.5952,0.9338,0.0381,0.2187,819,"[757, 772, 789, 792, 784, 819]",851,True,2000000,12.5,24.0,Premium
MID_0160,Travel,Bangalore,2.4,excellent,613363.01,0.1618,0.9206,0.0247,0.005,1.5436,0.5309,0.8171,1.9074,0.0439,4414.3556,488.6181,0.919,0.028,0.2229,824,"[763, 777, 797, 807, 807, 824]",854,True,2000000,12.5,24.0,Premium
MID_0161,Travel,Delhi,5.4,average,71587.72,0.0324,0.6495,0.1041,0.0192,2.6452,0.289,0.4043,1.157,0.1067,1285.7514,73.7413,0.6985,0.1242,0.4471,712,"[653, 659, 672, 667, 667, 712]",726,True,1000000,15.0,18.0,Standard
MID_0162,Restaurant,Hyderabad,5.4,bad,21203.69,-0.1423,0.3097,0.2902,0.0846,9.3426,0.0858,0.215,0.7175,0.4157,235.1573,38.0435,0.3419,0.3734,0.704,486,"[453, 445, 457, 464, 487, 486]",531,False,0,,,Ineligible
MID_0163,Salon,Delhi,6.2,average,109383.18,0.0503,0.6354,0.0683,0.0219,3.0999,0.2658,0.5247,1.1602,0.16,1413.576,274.6461,0.6435,0.2196,0.519,705,"[633, 628, 635, 635, 642, 705]",738,True,1000000,15.0,18.0,Standard
MID_0164,Gym,Ahmedabad,7.7,excellent,174507.73,0.1069,0.8521,0.0141,0.0072,1.0066,0.6961,0.7537,1.5204,0.0509,4762.0612,1680.2074,0.9695,0.0305,0.1856,815,"[759, 754, 775, 770, 765, 815]",850,True,2000000,12.5,24.0,Premium
MID_0165,SaaS,Hyderabad,6.0,poor,48573.46,-0.0775,0.5399,0.2096,0.0373,5.723,0.1514,0.2661,1.0827,0.2607,154.9342,20.8719,0.5273,0.2626,0.6798,622,"[544, 555, 564, 550, 566, 622]",651,True,400000,18.5,12.0,Basic
MID_0166,EdTech,Mumbai,2.9,average,69753.09,0.0498,0.5806,0.1139,0.025,3.9421,0.308,0.5066,1.027,0.1432,1222.2788,78.4832,0.6071,0.1571,0.4991,684,"[642, 655, 671, 675, 668, 684]",706,True,400000,18.5,12.0,Basic
MID_0167,EdTech,Surat,8.0,average,61939.98,0.0066,0.636,0.1148,0.0186,2.2251,0.2503,0.4604,1.0571,0.1345,1052.0328,240.1171,0.5788,0.142,0.5143,701,"[677, 671, 683, 675, 689, 701]",714,True,1000000,15.0,18.0,Standard
MID_0168,Clothing,Surat,7.5,poor,46744.22,-0.0982,0.5096,0.1345,0.0335,3.0682,0.1051,0.3184,0.951,0.2533,281.0606,65.7178,0.5179,0.2254,0.6537,631,"[558, 550, 546, 563, 572, 631]",641,True,400000,18.5,12.0,Basic
MID_0169,Retail,Kolkata,5.5,average,140899.23,0.016,0.5716,0.0834,0.0233,2.773,0.3466,0.4919,1.2129,0.1904,830.0608,195.2477,0.565,0.1239,0.5434,699,"[699, 696, 700, 715, 701, 699]",731,True,400000,18.5,12.0,Basic
MID_0170,Freelancer,Chennai,2.3,bad,13772.19,-0.0633,0.3064,0.4197,0.0934,8.8892,0.0224,0.1743,0.7841,0.3134,364.0114,34.5619,0.1702,0.4647,0.8902,477,"[438, 429, 453, 474, 472, 477]",500,False,0,,,Ineligible
MID_0171,Freelancer,Bangalore,4.9,average,57225.76,-0.0062,0.6877,0.1319,0.0236,2.8601,0.3345,0.5494,1.1969,0.1565,405.4623,57.6317,0.6406,0.1863,0.3868,696,"[672, 696, 719, 716, 731, 696]",723,True,400000,18.5,12.0,Basic
MID_0172,Electronics,Hyderabad,1.3,good,323539.76,0.0996,0.7627,0.0584,0.0073,1.4644,0.4375,0.6219,1.4441,0.0834,1755.8115,523.2982,0.8282,0.0699,0.3704,764,"[719, 734, 720, 716, 717, 764]",786,True,1000000,15.0,18.0,Standard
MID_0173,Healthcare,Hyderabad,1.0,bad,26152.69,-0.0506,0.2725,0.2812,0.0675,5.4807,0.0524,0.0871,0.9206,0.3637,159.5141,32.5177,0.3208,0.5281,0.7813,529,"[481, 499, 486, 510, 516, 529]",541,True,100000,24.0,6.0,Micro
MID_0174,EdTech,Kolkata,4.4,average,37517.17,0.0091,0.6296,0.0844,0.0224,2.9227,0.2518,0.5149,1.0164,0.1517,384.9115,255.7723,0.6268,0.1867,0.3726,714,"[643, 644, 647, 639, 648, 714]",736,True,1000000,15.0,18.0,Standard
MID_0175,Auto Parts,Ahmedabad,1.2,good,272402.83,0.1125,0.7462,0.0667,0.0059,2.4125,0.4268,0.5671,1.4536,0.1009,2937.9786,528.4508,0.7288,0.084,0.2088,761,"[708, 700, 690, 706, 693, 761]",799,True,1000000,15.0,18.0,Standard
MID_0176,Grocery,Bangalore,1.4,excellent,283988.55,0.1745,0.8829,0.0238,0.007,1.5435,0.4514,0.9207,1.4665,0.0436,2797.9904,938.2725,0.8603,0.034,0.1367,825,"[790, 777, 767, 779, 765, 825]",854,True,2000000,12.5,24.0,Premium
MID_0177,Pharmacy,Delhi,0.9,average,50792.24,0.0472,0.6722,0.1153,0.0189,3.5746,0.2102,0.4802,1.1737,0.1931,321.0642,117.8166,0.6127,0.1455,0.3635,701,"[654, 667, 663, 669, 675, 701]",714,True,1000000,15.0,18.0,Standard
MID_0178,Retail,Surat,6.0,average,148284.66,0.0284,0.6877,0.1347,0.0248,2.5744,0.2835,0.4496,1.1576,0.1995,660.0093,73.7254,0.6456,0.1624,0.4764,688,"[645, 669, 654, 640, 650, 688]",711,True,400000,18.5,12.0,Basic
MID_0179,Healthcare,Surat,8.0,average,64777.04,0.036,0.6775,0.0609,0.013,2.5633,0.3143,0.4477,1.152,0.1324,207.9706,218.3173,0.608,0.1869,0.4732,705,"[664, 676, 697, 714, 725, 705]",744,True,1000000,15.0,18.0,Standard
MID_0180,Auto Parts,Jaipur,7.2,average,124413.56,0.0728,0.5612,0.1017,0.0185,3.3564,0.2744,0.3841,1.1732,0.1332,1391.0424,246.9035,0.5613,0.1179,0.5181,687,"[627, 636, 628, 618, 634, 687]",717,True,400000,18.5,12.0,Basic
MID_0181,Travel,Mumbai,2.5,excellent,718177.43,0.1243,0.9578,0.0191,0.0047,1.175,0.5436,0.7093,1.4415,0.0237,2925.1777,1638.2455,0.9676,0.0162,0.151,841,"[800, 816, 805, 829, 835, 841]",864,True,2000000,12.5,24.0,Premium
MID_0182,Travel,Mumbai,3.9,poor,33432.22,-0.0995,0.5644,0.2093,0.0378,3.2612,0.136,0.2102,1.0301,0.2723,318.7366,75.6438,0.4218,0.3606,0.5706,605,"[568, 558, 549, 545, 531, 605]",647,True,400000,18.5,12.0,Basic
MID_0183,Retail,Hyderabad,4.6,average,64573.89,0.0743,0.7108,0.1059,0.0126,2.6228,0.3317,0.4989,1.0152,0.1029,1374.2801,53.1186,0.6152,0.1103,0.4284,739,"[694, 697, 696, 694, 687, 739]",783,True,1000000,15.0,18.0,Standard
MID_0184,Retail,Ahmedabad,4.8,excellent,710292.88,0.1897,0.8626,0.0193,0.0055,1.7665,0.5676,0.9369,1.4006,0.0558,1883.8216,854.2088,0.8738,0.0467,0.1495,823,"[761, 751, 755, 774, 770, 823]",841,True,2000000,12.5,24.0,Premium
MID_0185,EdTech,Delhi,3.5,poor,13708.88,-0.0277,0.3663,0.1593,0.0338,4.7716,0.1086,0.2536,0.9398,0.2475,146.242,36.865,0.5096,0.2776,0.7156,602,"[532, 544, 559, 572, 591, 602]",641,True,400000,18.5,12.0,Basic
MID_0186,Pharmacy,Jaipur,1.2,average,68688.02,0.0206,0.6697,0.1148,0.0189,3.6397,0.2357,0.5219,1.0184,0.1218,380.5918,190.9997,0.6783,0.1972,0.5014,700,"[672, 675, 668, 688, 685, 700]",729,True,1000000,15.0,18.0,Standard
MID_0187,Auto Parts,Kolkata,5.9,bad,24505.96,-0.116,0.3029,0.3276,0.0909,9.115,0.025,0.2332,0.9904,0.2802,246.0106,49.0413,0.1752,0.4347,0.6578,492,"[448, 449, 452, 445, 437, 492]",537,False,0,,,Ineligible
MID_0188,Salon,Pune,6.8,good,394440.68,0.1071,0.7415,0.0336,0.0052,2.4427,0.3973,0.6373,1.5951,0.0559,2105.6072,391.0988,0.7821,0.1031,0.3209,761,"[718, 721, 720, 712, 721, 761]",786,True,1000000,15.0,18.0,Standard
MID_0189,Travel,Jaipur,2.5,bad,15524.78,-0.2423,0.1595,0.3208,0.0621,7.4816,0.0969,0.0936,0.9191,0.3958,350.7727,38.7762,0.2143,0.5051,0.7808,475,"[429, 440, 453, 459, 468, 475]",506,False,0,,,Ineligible
MID_0190,EdTech,Mumbai,4.0,average,93079.46,0.0534,0.6342,0.1368,0.022,2.5784,0.186,0.583,1.2248,0.1727,932.8182,55.9686,0.6304,0.1203,0.3603,713,"[652, 640, 646, 665, 661, 713]",740,True,1000000,15.0,18.0,Standard
MID_0191,Grocery,Chennai,0.6,excellent,263328.18,0.1684,0.8696,0.0234,0.0067,1.2613,0.6252,0.8212,1.8596,0.0545,2239.9616,351.9226,0.8689,0.0474,0.1231,842,"[770, 773, 783, 777, 791, 842]",868,True,2000000,12.5,24.0,Premium
MID_0192,Healthcare,Delhi,0.9,average,93504.34,0.0276,0.7397,0.1338,0.0135,3.367,0.2463,0.4378,1.1591,0.1435,575.4299,247.3004,0.6149,0.1379,0.4561,695,"[642, 661, 670, 682, 677, 695]",711,True,400000,18.5,12.0,Basic
MID_0193,Grocery,Surat,3.4,poor,45324.76,-0.0045,0.4854,0.1453,0.0301,5.0708,0.1016,0.3205,1.0682,0.2964,108.373,25.2584,0.3739,0.2803,0.5483,609,"[576, 599, 610, 628, 651, 609]",626,True,400000,18.5,12.0,Basic
MID_0194,Retail,Surat,1.5,average,130524.54,0.0366,0.7434,0.1317,0.0204,2.5067,0.2594,0.586,1.1916,0.1923,559.2986,151.0157,0.7036,0.1924,0.4147,704,"[638, 636, 623, 647, 642, 704]",745,True,1000000,15.0,18.0,Standard
