monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,years_active,credit_score,credit_tier
58641.54,0.0443,0.6963,0.1094,0.0183,3.4247,0.2346,0.4514,1.0543,0.1669,421.4045,258.8415,0.5738,0.2031,0.3703,4.2,700,average
70142.37,0.0272,0.7029,0.1111,0.0153,2.2823,0.2545,0.4964,1.223,0.1732,345.7755,245.2624,0.6284,0.1428,0.4101,1.2,715,average
135796.06,-0.0131,0.5902,0.126,0.0178,3.2018,0.211,0.586,1.1539,0.1506,1356.5118,251.1421,0.6447,0.1423,0.3848,4.5,689,average
34733.5,0.0048,0.4677,0.1332,0.0369,3.3221,0.131,0.3052,0.9731,0.3017,447.5948,92.1982,0.4518,0.2682,0.5358,7.4,630,poor
102925.47,-0.0171,0.5574,0.0639,0.0189,2.6806,0.2187,0.3837,1.2718,0.1833,1088.8856,128.499,0.5662,0.1102,0.4689,0.9,677,average
137583.65,0.0624,0.728,0.0863,0.0206,2.6971,0.2684,0.588,1.2226,0.1843,266.7448,77.2994,0.625,0.1701,0.4962,3.8,727,average
18393.78,-0.1283,0.379,0.2657,0.0597,4.5933,0.0413,0.2374,0.8276,0.4473,105.9566,49.7711,0.3759,0.3814,0.6956,4.0,531,bad
9624.33,-0.2474,0.3553,0.3845,0.077,9.5015,0.0973,0.2024,0.8891,0.3167,86.8782,26.0605,0.1608,0.4447,0.7901,1.1,480,bad
734113.55,0.1137,0.8664,0.0218,0.0062,1.1215,0.5939,0.8968,1.3559,0.0299,4402.1258,426.1704,0.9246,0.029,0.1202,7.7,825,excellent
367140.33,0.0589,0.8343,0.0403,0.0057,1.6865,0.4394,0.7074,1.3481,0.0765,1505.1425,740.5088,0.7142,0.0952,0.3019,0.8,780,good
308871.92,0.0312,0.7735,0.0493,0.0088,2.1696,0.4136,0.6214,1.4949,0.0581,1449.5771,272.2695,0.8722,0.0891,0.332,5.2,781,good
263343.88,0.0691,0.7608,0.0334,0.012,1.8244,0.307,0.571,1.5996,0.0823,2871.9742,544.2242,0.7369,0.0828,0.3636,7.4,750,good
80605.78,0.0734,0.6518,0.0682,0.0195,3.3529,0.2571,0.4964,1.1737,0.1592,1232.521,280.9069,0.6478,0.169,0.359,1.6,703,average
120365.77,0.0671,0.7009,0.088,0.0228,2.4743,0.3213,0.4523,1.2246,0.1454,1299.6158,72.0543,0.5952,0.1236,0.4784,7.5,713,average
111668.19,0.0701,0.6515,0.0764,0.017,3.3038,0.2411,0.4926,1.2197,0.1214,569.1541,163.473,0.5524,0.1301,0.3965,7.6,693,average
137453.02,0.0251,0.7619,0.0628,0.0067,2.7398,0.4789,0.6722,1.4621,0.0749,1654.5632,105.126,0.8364,0.0453,0.2113,1.5,780,good
39029.7,0.0434,0.5789,0.1201,0.0182,2.9312,0.2799,0.5418,1.1424,0.1744,1477.8527,265.043,0.6476,0.1246,0.3855,4.1,705,average
35856.16,0.0105,0.6552,0.0679,0.0157,2.1005,0.182,0.5002,1.1346,0.1653,272.9177,281.7914,0.6824,0.1038,0.417,4.5,708,average
208204.38,0.0987,0.8934,0.0339,0.0078,1.026,0.5653,0.8538,1.3626,0.0501,945.3506,1012.6478,0.8708,0.0144,0.1811,5.0,806,excellent
63796.19,-0.0856,0.3885,0.225,0.0489,4.4219,0.0808,0.2565,0.9612,0.1875,784.8595,101.6305,0.5247,0.2528,0.673,6.1,584,poor
355554.28,0.1237,0.7959,0.039,0.0112,1.4165,0.3365,0.6783,1.2766,0.0566,2807.3731,429.2273,0.7142,0.0772,0.3637,4.9,756,good
72826.15,0.073,0.6663,0.1273,0.0126,2.8597,0.3297,0.5985,1.2109,0.1733,1243.0339,270.073,0.5934,0.1667,0.5082,1.3,716,average
116588.79,0.0776,0.7453,0.0688,0.0105,2.5832,0.3239,0.4087,1.1312,0.1044,724.7631,231.614,0.6799,0.212,0.5037,6.1,719,average
13289.79,-0.223,0.2935,0.3319,0.0591,6.5902,0.0318,0.2255,0.7505,0.4995,119.7557,37.7084,0.3079,0.5728,0.8666,3.9,492,bad
31305.46,0.0321,0.7036,0.1055,0.0113,2.5042,0.2491,0.3806,1.1739,0.1856,320.0489,187.6065,0.676,0.1183,0.397,5.0,704,average
22662.44,0.0286,0.5687,0.2426,0.046,4.6428,0.1376,0.2568,0.9612,0.1871,744.9516,100.6732,0.5737,0.2927,0.6505,4.6,613,poor
126785.43,0.0945,0.8488,0.0375,0.0052,2.2718,0.461,0.6829,1.1342,0.0642,2406.5978,294.4139,0.774,0.0757,0.275,5.7,789,good
50132.29,-0.0082,0.474,0.1319,0.0352,5.762,0.1583,0.3129,1.0491,0.2874,777.7022,30.6756,0.5549,0.2253,0.6168,7.1,611,poor
29953.04,-0.0113,0.674,0.1394,0.0184,2.279,0.2992,0.4036,1.0349,0.1419,290.2763,85.9392,0.6574,0.1393,0.4629,3.1,714,average
83283.83,-0.017,0.6947,0.1197,0.0126,3.9672,0.2016,0.5417,1.2776,0.1427,656.1017,72.5243,0.6613,0.1317,0.4565,4.7,704,average
141943.41,0.0388,0.7904,0.0794,0.0135,1.5997,0.465,0.555,1.411,0.0733,517.1089,449.4544,0.8338,0.0901,0.241,7.8,767,good
456957.65,0.2405,0.9013,0.0396,0.0046,1.8473,0.6259,0.7969,1.5458,0.048,2480.7953,474.757,0.8669,0.0493,0.2435,6.1,827,excellent
76198.28,-0.0164,0.745,0.0687,0.0177,3.0012,0.2622,0.4463,1.0437,0.1235,1323.3227,251.0407,0.6023,0.1369,0.4339,4.8,706,average
8792.99,-0.048,0.5089,0.2241,0.0393,3.2638,0.0948,0.3475,1.0531,0.2884,482.6914,23.4323,0.3838,0.2448,0.6886,2.4,605,poor
157836.94,0.0205,0.7232,0.0615,0.0227,3.6331,0.3488,0.42,1.0483,0.1878,604.3027,210.693,0.5974,0.1963,0.3873,6.5,693,average
6252.22,-0.2356,0.3247,0.2263,0.0668,8.9684,0.0698,0.2351,0.7148,0.2997,146.6079,47.2261,0.1983,0.6257,0.7687,3.4,486,bad
369259.46,0.0661,0.8344,0.0789,0.0149,2.4435,0.3517,0.6664,1.2424,0.1185,1666.6483,466.7184,0.8561,0.1137,0.3257,7.1,776,good
39972.14,-0.0927,0.4021,0.1346,0.0325,4.2803,0.1463,0.3126,1.0948,0.2458,684.3527,28.6267,0.3966,0.3072,0.6668,4.0,604,poor
718532.98,0.1594,0.9376,0.0315,0.0036,1.3519,0.6668,0.8251,1.3103,0.0461,3610.3446,727.6884,0.9538,0.0154,0.2315,7.2,829,excellent
712891.71,0.1864,0.8963,0.0231,0.0058,1.2459,0.6624,0.9286,1.5553,0.0499,4485.3819,455.6676,0.8918,0.0394,0.2258,5.5,847,excellent
369194.67,0.1114,0.8312,0.061,0.0137,2.1558,0.3577,0.7211,1.3517,0.0654,525.5472,739.0123,0.8329,0.0881,0.3619,7.2,769,good
21004.25,0.0128,0.4913,0.1629,0.0293,3.2721,0.0804,0.2038,0.9296,0.2865,738.4588,59.1642,0.5268,0.228,0.6112,3.5,638,poor
8841.46,-0.2273,0.2086,0.293,0.0738,7.0401,0.0473,0.1241,0.8129,0.4866,65.9651,35.2151,0.2877,0.3982,0.8336,7.3,476,bad
260457.67,0.2154,0.9103,0.0208,0.0066,1.7547,0.5702,0.9487,1.8268,0.0392,3835.1724,589.7235,0.9133,0.0223,0.1342,3.8,830,excellent
343411.25,0.1091,0.7845,0.0374,0.0095,2.11,0.4668,0.7494,1.3243,0.08,840.2669,411.7237,0.8606,0.0947,0.2288,1.8,798,good
112159.68,0.0636,0.6715,0.0925,0.0201,2.0604,0.2248,0.5821,1.157,0.1393,1083.2505,85.8549,0.668,0.1936,0.5055,2.1,709,average
87215.88,0.0449,0.825,0.0461,0.0095,2.4735,0.4,0.7264,1.3499,0.0737,1136.7276,405.4339,0.7139,0.0964,0.2055,3.7,772,good
84599.05,-0.0094,0.565,0.0972,0.0156,3.774,0.2524,0.4066,1.1475,0.1423,274.368,116.5773,0.6549,0.1652,0.3728,1.8,693,average
55140.82,0.0279,0.5328,0.1218,0.0499,5.6715,0.1021,0.2875,1.0239,0.1908,395.612,17.6537,0.3664,0.2836,0.6952,7.2,600,poor
360655.53,0.0439,0.8667,0.0488,0.0072,1.2263,0.4617,0.582,1.2393,0.0811,2947.2198,741.1159,0.701,0.0578,0.3126,2.0,783,good
48588.83,0.0558,0.586,0.1289,0.0124,3.1452,0.3198,0.4289,1.1957,0.1298,1204.1253,252.4471,0.5601,0.1997,0.4937,2.2,702,average
90428.89,0.0101,0.5506,0.1199,0.0249,3.5071,0.3239,0.3848,1.0134,0.101,1129.3289,66.8535,0.7132,0.2013,0.469,5.9,698,average
372908.35,0.0521,0.7477,0.0779,0.0074,1.1345,0.3308,0.6248,1.426,0.0732,2633.7675,141.5657,0.8113,0.0984,0.3979,1.8,770,good
346810.16,0.0583,0.7594,0.076,0.0109,1.2645,0.4624,0.5553,1.3822,0.1018,2999.5531,261.344,0.7227,0.1173,0.2539,6.2,751,good
11388.74,-0.2327,0.2649,0.347,0.0567,4.3934,0.0212,0.111,0.9325,0.339,82.5174,14.1417,0.2531,0.5366,0.8492,1.6,497,bad
39533.7,-0.0482,0.4381,0.2366,0.0243,3.0762,0.1545,0.2265,1.1022,0.212,103.1566,77.2746,0.5018,0.3583,0.6985,1.6,610,poor
493864.11,0.071,0.8809,0.0352,0.0046,1.4416,0.6793,0.8152,1.3978,0.0386,4890.064,873.8511,0.9464,0.0444,0.123,5.9,829,excellent
454447.95,0.1264,0.9247,0.0388,0.0072,1.7576,0.5972,0.9465,1.601,0.0238,4464.9497,1896.9608,0.8716,0.0287,0.1814,4.1,827,excellent
32278.25,-0.0474,0.3895,0.2162,0.028,4.4468,0.159,0.3714,0.9906,0.3094,703.5845,81.953,0.4233,0.2672,0.6729,5.7,612,poor
51755.03,0.056,0.7262,0.1117,0.0114,3.8915,0.3148,0.4341,1.0821,0.1287,945.417,194.4456,0.684,0.1727,0.481,3.9,726,average
61350.99,-0.0161,0.6934,0.1092,0.0107,3.5205,0.2777,0.434,1.2289,0.1539,430.9275,81.6837,0.6922,0.1112,0.5399,1.9,717,average
52512.64,-0.0929,0.5744,0.2331,0.0317,3.6552,0.1431,0.4067,0.9026,0.2601,259.7884,33.2137,0.4124,0.2162,0.6818,7.4,637,poor
375633.42,0.113,0.7823,0.0438,0.0132,1.2326,0.4498,0.642,1.332,0.0961,1470.9037,353.4086,0.8712,0.1115,0.3504,7.7,784,good
31174.52,-0.0113,0.7192,0.1096,0.0185,2.3449,0.2985,0.3891,1.0506,0.156,778.8852,109.3183,0.5954,0.1922,0.3836,1.3,702,average
148164.05,0.1295,0.7419,0.058,0.0054,2.3764,0.3346,0.6531,1.467,0.0686,2132.0924,785.477,0.7006,0.0671,0.3002,6.3,776,good
252456.2,0.054,0.7884,0.0452,0.0135,2.2702,0.4474,0.6087,1.3278,0.1169,1806.3757,293.0652,0.7823,0.0717,0.275,4.9,763,good
23738.24,-0.0701,0.2419,0.2742,0.0816,7.1168,0.0853,0.2069,0.8714,0.4864,102.2035,26.392,0.31,0.5231,0.6775,3.5,496,bad
151281.23,0.0547,0.788,0.0555,0.0071,1.7927,0.4289,0.6832,1.1111,0.0783,2252.1076,721.3648,0.7216,0.1146,0.2366,7.2,768,good
41886.85,0.0051,0.3607,0.1812,0.0262,4.2441,0.1166,0.3789,1.0741,0.2771,707.9206,67.8901,0.4608,0.272,0.6632,2.1,634,poor
12197.54,0.0124,0.507,0.1776,0.0322,3.6178,0.1807,0.3678,1.0006,0.2028,751.6528,85.9974,0.5523,0.2854,0.7076,3.7,632,poor
20286.92,-0.0723,0.2083,0.2226,0.0843,9.5323,0.0627,0.2198,0.7924,0.3377,191.8288,18.1372,0.1569,0.5654,0.7978,5.8,488,bad
153911.55,0.025,0.7488,0.1079,0.011,2.68,0.2716,0.4218,1.1104,0.1996,889.6525,289.2334,0.5962,0.1674,0.4525,3.2,715,average
8848.62,-0.0176,0.5694,0.1552,0.0267,3.3417,0.186,0.3161,1.1159,0.2862,744.797,25.8104,0.4996,0.2455,0.6699,4.0,648,poor
69697.94,0.0246,0.5596,0.0625,0.0194,2.0629,0.2889,0.5706,1.2577,0.1454,722.7445,177.46,0.6521,0.1498,0.3848,7.8,705,average
58196.32,-0.0125,0.658,0.0938,0.0189,2.2247,0.282,0.5768,1.2576,0.1171,813.9222,141.8974,0.5526,0.104,0.3767,5.3,715,average
100808.31,-0.0016,0.6006,0.1399,0.0202,3.7501,0.333,0.3979,1.0033,0.1746,1253.6584,281.9161,0.5742,0.1195,0.5254,2.9,687,average
44628.03,-0.0675,0.4366,0.2189,0.02,5.7549,0.1152,0.2826,0.9332,0.2871,582.7941,19.413,0.4316,0.3257,0.5935,3.5,595,poor
721606.78,0.164,0.9798,0.0175,0.0036,1.9391,0.55,0.7381,1.4383,0.0251,2597.1276,886.0871,0.9549,0.0342,0.1937,4.6,825,excellent
263270.68,0.044,0.8738,0.0582,0.0063,1.7677,0.3796,0.7433,1.5743,0.0898,1520.4536,232.4007,0.7621,0.0888,0.318,7.6,781,good
232984.45,0.1123,0.7922,0.0394,0.0142,1.8677,0.3602,0.5994,1.3626,0.0534,2868.8178,665.2356,0.8611,0.105,0.2191,7.0,775,good
86197.39,0.0199,0.718,0.118,0.0242,3.9132,0.2318,0.5235,1.068,0.1034,569.5175,283.3037,0.562,0.1361,0.3533,5.4,704,average
39974.26,-0.0094,0.4183,0.1215,0.0386,5.1283,0.0982,0.3141,0.9584,0.2964,121.6862,112.9112,0.5785,0.2771,0.7073,2.7,626,poor
147679.07,0.1448,0.8974,0.0288,0.001,1.6157,0.5523,0.9341,1.6014,0.0333,2817.226,1563.8522,0.9347,0.0393,0.2445,3.5,842,excellent
33221.99,0.0296,0.6492,0.1114,0.0111,3.9812,0.2394,0.4297,1.0258,0.1576,1062.2132,291.1595,0.5749,0.14,0.4744,2.9,699,average
100254.5,-0.02,0.6042,0.0945,0.0167,3.9175,0.2507,0.4083,1.0676,0.1986,1399.9065,270.0623,0.6676,0.1565,0.4143,2.6,692,average
37972.25,0.0152,0.5885,0.0805,0.0191,2.1467,0.3151,0.492,1.1033,0.1545,302.7698,231.5176,0.5662,0.2074,0.4404,7.0,709,average
338755.94,0.0216,0.7698,0.0746,0.0062,1.5526,0.3037,0.7022,1.4021,0.1052,1864.8292,224.7477,0.8448,0.0419,0.2418,0.6,776,good
32022.31,0.0192,0.5815,0.1158,0.0114,3.8026,0.228,0.4762,1.1801,0.1867,1139.0874,129.0619,0.621,0.124,0.5365,5.5,690,average
3127.0,-0.2113,0.3948,0.3789,0.076,7.6908,0.0633,0.2029,0.9078,0.4749,148.7516,15.0061,0.1711,0.5542,0.8776,4.7,477,bad
842540.8,0.2097,0.9374,0.0148,0.0011,1.2259,0.6762,0.8695,1.6332,0.0581,2326.1056,701.3286,0.9124,0.0379,0.2185,5.4,851,excellent
39439.79,-0.0452,0.5323,0.2245,0.0499,3.3968,0.1289,0.2546,1.0758,0.2607,745.9944,53.1467,0.5745,0.2248,0.5846,4.8,612,poor
439104.92,0.1368,0.8511,0.0113,0.0061,1.8871,0.4719,0.8583,1.4862,0.0203,3089.0784,417.2295,0.9617,0.0335,0.1889,3.5,806,excellent
71132.39,0.0657,0.6649,0.126,0.0245,2.0833,0.286,0.4974,1.0129,0.1863,802.5091,278.4802,0.7111,0.2121,0.4823,4.8,700,average
99306.2,-0.0079,0.6596,0.0911,0.0194,3.0588,0.2282,0.5646,1.0849,0.133,1474.4562,80.7941,0.5785,0.1953,0.4242,1.2,703,average
67441.66,0.0664,0.5809,0.0937,0.0238,2.0321,0.2134,0.556,1.0189,0.1504,235.3251,137.3593,0.5838,0.1005,0.4382,3.7,706,average
272161.89,0.06,0.8107,0.0328,0.0088,1.5284,0.4491,0.5928,1.44,0.0724,2847.4227,742.5306,0.805,0.0655,0.292,2.8,784,good
126016.35,0.0506,0.861,0.0657,0.0099,2.2544,0.4119,0.6292,1.5774,0.0762,1671.7686,640.3977,0.8747,0.1195,0.3388,3.7,782,good
365321.69,0.1097,0.8166,0.054,0.0129,1.2665,0.4131,0.7221,1.2445,0.0528,2671.4429,745.0916,0.758,0.101,0.3631,2.3,789,good
36204.31,0.0038,0.5865,0.106,0.0138,3.9832,0.1911,0.5157,1.0684,0.1798,871.1454,116.2671,0.5861,0.1356,0.482,7.0,688,average
9782.47,-0.1193,0.3023,0.2174,0.0731,5.3268,0.0224,0.2018,0.818,0.3426,136.0492,35.3046,0.1924,0.5775,0.8982,0.9,499,bad
9911.48,0.0043,0.3508,0.1926,0.0216,4.1354,0.0841,0.3352,0.9424,0.2505,312.9648,81.1683,0.3695,0.3483,0.6409,7.5,606,poor
557056.83,0.0505,0.9704,0.0349,0.0011,1.04,0.6266,0.7477,1.6558,0.0593,3464.0295,1628.9485,0.9727,0.0453,0.2193,3.9,835,excellent
54069.3,-0.0222,0.3678,0.1978,0.0412,4.2817,0.1507,0.3364,0.9787,0.2239,706.7428,77.7076,0.5341,0.2374,0.6812,6.8,611,poor
767473.34,0.0709,0.9301,0.0269,0.0034,1.2515,0.451,0.7183,1.7795,0.0375,3735.8495,1854.5713,0.8712,0.0464,0.2225,6.5,814,excellent
92996.82,-0.0059,0.743,0.0764,0.0179,3.0921,0.2621,0.4526,1.164,0.1848,287.6103,175.7607,0.6154,0.1092,0.4963,1.0,698,average
103434.83,0.0367,0.7094,0.0754,0.0202,2.4829,0.1806,0.5166,1.2755,0.1154,713.4629,71.0259,0.6927,0.1071,0.526,4.4,710,average
82262.92,0.0128,0.7017,0.1311,0.0153,3.9824,0.2093,0.4835,1.0824,0.1007,702.3393,156.0668,0.6386,0.1971,0.5117,5.5,693,average
93033.43,0.0096,0.5787,0.1278,0.013,3.0586,0.3351,0.5996,1.0051,0.1776,1287.4466,253.3514,0.6974,0.1876,0.4405,6.3,706,average
125789.22,0.0023,0.7466,0.1221,0.0142,2.1383,0.2257,0.5072,1.1752,0.1433,286.0776,197.9245,0.6514,0.2042,0.5339,6.0,722,average
294849.58,0.2007,0.8991,0.0307,0.0031,1.5094,0.6959,0.8433,1.6488,0.0456,1735.6425,652.1866,0.8524,0.0235,0.2243,2.9,822,excellent
244251.4,0.1467,0.7424,0.056,0.0111,2.742,0.3937,0.7189,1.1768,0.0659,1908.8034,408.013,0.7828,0.0629,0.2874,7.8,768,good
15239.12,-0.0212,0.5309,0.1876,0.0319,4.5429,0.1925,0.2233,1.0051,0.2143,636.5172,32.6731,0.555,0.2056,0.6414,4.3,630,poor
262024.65,0.1054,0.8228,0.0641,0.0087,2.9635,0.4059,0.7287,1.4822,0.0828,1751.6318,306.4307,0.7264,0.0705,0.2724,3.4,767,good
133297.96,-0.0173,0.5803,0.0737,0.0171,3.655,0.1896,0.5359,1.239,0.1978,611.2659,110.9105,0.6859,0.1651,0.4776,1.4,702,average
154894.29,0.0679,0.6589,0.1099,0.0106,2.9049,0.2157,0.4931,1.1058,0.1065,842.3463,55.1003,0.6488,0.1444,0.5475,2.0,716,average
265094.28,0.1086,0.7489,0.0768,0.0129,2.2053,0.4264,0.6167,1.1441,0.1115,1867.057,208.2804,0.8021,0.1031,0.3046,3.5,767,good
413194.49,0.0764,0.9125,0.0144,0.0049,1.3876,0.6017,0.7577,1.4924,0.0483,3583.5652,1729.1672,0.936,0.0343,0.1681,0.8,829,excellent
436115.89,0.0972,0.8632,0.0151,0.0066,1.8988,0.5045,0.7807,1.5382,0.0217,4345.4623,772.9251,0.9379,0.0113,0.119,5.7,815,excellent
201309.22,0.2276,0.9736,0.0295,0.0059,1.7525,0.6841,0.9444,1.8553,0.054,1633.4988,1164.3575,0.9077,0.023,0.2125,1.3,857,excellent
68600.93,0.0312,0.6027,0.1381,0.0186,2.5869,0.3355,0.5977,1.2458,0.1423,1313.0922,287.9825,0.6884,0.108,0.3936,6.5,711,average
256672.43,0.145,0.8438,0.0404,0.0054,2.1299,0.3177,0.6618,1.5609,0.0963,2106.3324,797.1508,0.7408,0.054,0.2181,5.5,787,good
47883.83,-0.0078,0.4394,0.2145,0.0304,4.8966,0.1228,0.2624,0.9206,0.2678,287.4143,112.8486,0.5637,0.2207,0.514,2.7,609,poor
49820.42,-0.0132,0.4389,0.2356,0.0412,3.7654,0.1475,0.3527,1.1027,0.2203,615.1608,28.4885,0.5364,0.3547,0.6179,2.2,622,poor
15010.73,0.0158,0.4456,0.1788,0.0237,5.2388,0.1988,0.291,1.1381,0.1802,798.1673,93.3936,0.5605,0.25,0.6785,3.4,626,poor
133656.14,0.0288,0.6734,0.0613,0.0171,2.9047,0.1923,0.4129,1.0913,0.1814,356.3869,116.3791,0.6549,0.1254,0.5054,7.8,700,average
282418.24,0.1635,0.9517,0.0207,0.0073,1.3814,0.6031,0.7837,1.7079,0.0263,1567.3723,1433.5564,0.8988,0.0452,0.2218,4.2,816,excellent
22567.46,-0.0702,0.2178,0.2721,0.081,9.25,0.0519,0.1039,0.86,0.3979,250.432,18.5311,0.3237,0.637,0.6665,6.0,479,bad
93660.49,0.0117,0.5627,0.13,0.0101,2.0279,0.2348,0.4336,1.1487,0.1435,323.1862,90.523,0.6687,0.1965,0.4504,3.9,707,average
119364.62,0.124,0.7977,0.0574,0.0105,1.1946,0.423,0.6311,1.3623,0.0796,822.1848,632.6903,0.851,0.0725,0.3096,4.5,771,good
95933.86,0.1447,0.7891,0.0468,0.0115,2.8848,0.482,0.5538,1.2632,0.1082,920.4992,618.6303,0.7173,0.1031,0.2055,0.7,754,good
248673.9,0.0575,0.9789,0.017,0.0078,1.1305,0.6162,0.7118,1.5644,0.0462,1201.5443,1393.8588,0.9298,0.0119,0.1113,1.6,819,excellent
20427.64,0.0082,0.4447,0.1568,0.0238,3.9128,0.1401,0.2656,1.101,0.2653,399.7378,15.5225,0.4107,0.2922,0.5945,1.7,634,poor
48473.09,0.0272,0.5964,0.0924,0.0216,2.6692,0.2102,0.4644,1.2879,0.1371,632.2703,260.2363,0.5955,0.1917,0.428,4.6,701,average
77673.8,0.0089,0.6383,0.1394,0.0141,3.5294,0.2538,0.4499,1.07,0.1208,954.7283,219.2439,0.7074,0.1153,0.4768,3.5,705,average
558728.78,0.2227,0.9407,0.0226,0.0024,1.6253,0.6828,0.781,1.4488,0.0464,2525.462,791.3425,0.9474,0.0199,0.1867,3.0,833,excellent
158513.38,0.143,0.7333,0.0497,0.0128,2.3116,0.4389,0.5677,1.2224,0.0848,1020.5481,191.5591,0.7106,0.0953,0.355,3.6,773,good
766916.65,0.2458,0.9018,0.0159,0.0064,1.783,0.5605,0.746,1.7497,0.0535,3944.3941,1984.6911,0.9323,0.0255,0.2054,4.8,826,excellent
88189.11,0.0465,0.7487,0.0688,0.0196,3.405,0.2452,0.4443,1.138,0.162,786.9472,214.7811,0.62,0.2067,0.3948,3.5,711,average
127140.51,-0.0119,0.5953,0.0818,0.0141,2.9525,0.2932,0.5633,1.197,0.1205,1091.3465,178.7046,0.5671,0.1055,0.4627,2.5,699,average
16320.3,-0.0866,0.3157,0.2208,0.0415,9.0905,0.0725,0.2369,0.9681,0.2885,235.3729,42.3857,0.246,0.4751,0.6798,3.5,556,bad
8352.39,-0.1899,0.189,0.215,0.0592,4.4481,0.0249,0.1613,0.9953,0.3012,343.0667,46.7664,0.1729,0.6262,0.7455,7.2,520,bad
244155.03,0.1328,0.7459,0.0766,0.0106,2.3104,0.3579,0.5738,1.5202,0.0822,2080.0023,321.9797,0.8636,0.1147,0.215,8.0,758,good
65256.79,0.0771,0.6815,0.0903,0.0217,3.9975,0.2088,0.5211,1.0357,0.1284,262.2507,224.5965,0.564,0.1403,0.4163,0.8,707,average
8687.94,-0.0177,0.4151,0.2137,0.022,5.1228,0.15,0.3314,1.0534,0.2529,740.431,52.6832,0.4398,0.2508,0.6254,6.0,612,poor
144215.75,0.0652,0.5868,0.1111,0.0113,2.3121,0.2487,0.5473,1.1085,0.1367,536.6877,267.2308,0.631,0.1796,0.3666,3.2,719,average
117287.6,-0.0097,0.551,0.1375,0.0247,2.8237,0.2721,0.393,1.0816,0.1972,1187.6052,166.324,0.6412,0.1009,0.4315,6.4,689,average
143304.66,0.0326,0.6216,0.1085,0.0189,2.0639,0.2264,0.3886,1.2254,0.1268,986.9414,70.1137,0.6134,0.1938,0.4909,4.5,691,average
2106.48,-0.0362,0.2223,0.3599,0.0962,6.1563,0.0592,0.2467,0.8796,0.3822,134.0924,10.7432,0.2743,0.6054,0.6559,4.9,496,bad
235498.71,0.0733,0.7927,0.0666,0.0113,2.1012,0.3351,0.6783,1.4371,0.1148,1058.1816,369.8681,0.8361,0.0798,0.3825,7.5,777,good
106453.02,0.0119,0.6164,0.0859,0.0152,2.986,0.2433,0.5059,1.2094,0.1021,1187.4286,88.5088,0.7021,0.1001,0.4338,6.7,714,average
225183.61,0.0555,0.791,0.0322,0.009,1.2878,0.3829,0.7353,1.3091,0.0892,1247.1023,729.2428,0.7105,0.0686,0.327,3.7,762,good
8337.92,-0.0633,0.3924,0.2167,0.047,3.5223,0.1162,0.201,0.908,0.1912,596.6066,47.3205,0.5156,0.2616,0.7073,2.9,588,poor
96143.49,0.1496,0.7541,0.0629,0.0112,1.6759,0.42,0.6218,1.5655,0.1094,1305.3963,476.4742,0.8459,0.082,0.2453,2.6,789,good
9854.14,-0.0887,0.4567,0.2406,0.0253,3.3577,0.1621,0.3299,1.125,0.2335,246.9412,105.136,0.5419,0.2713,0.717,5.0,633,poor
104312.17,-0.0151,0.6653,0.1114,0.0132,3.238,0.2632,0.4872,1.1811,0.1002,1039.9659,87.7899,0.6489,0.141,0.3699,1.6,720,average
133183.09,0.0027,0.6071,0.1224,0.0209,3.9548,0.2032,0.4316,1.2887,0.1651,809.34,278.1727,0.6409,0.1091,0.4163,4.8,693,average
11665.26,-0.1532,0.257,0.2146,0.0506,6.8256,0.0917,0.1511,0.7375,0.4524,106.0423,8.8943,0.3111,0.4463,0.7869,5.5,511,bad
75894.65,0.0135,0.5771,0.0759,0.0173,3.0783,0.2796,0.3958,1.0414,0.1819,871.8618,113.9658,0.6371,0.1497,0.5323,5.2,685,average
136003.71,0.0503,0.5646,0.0715,0.0166,3.1989,0.2865,0.5673,1.114,0.1209,1462.1684,236.2911,0.641,0.1309,0.4482,4.7,719,average
421895.09,0.1206,0.941,0.0218,0.0023,1.4451,0.6483,0.7551,1.9212,0.0225,1406.8996,529.5417,0.8864,0.0477,0.1331,5.5,824,excellent
46656.1,0.0614,0.6656,0.1167,0.0225,2.0434,0.2492,0.4104,1.0017,0.1413,368.498,187.5455,0.6056,0.1641,0.4168,2.7,713,average
107869.32,0.0016,0.687,0.0815,0.0121,2.262,0.1987,0.4762,1.2348,0.1371,205.6815,78.3095,0.5833,0.2072,0.4423,5.8,712,average
269162.04,0.0797,0.7526,0.0625,0.0103,1.1872,0.3906,0.6861,1.5734,0.119,860.0457,270.1108,0.78,0.0985,0.2312,7.0,772,good
47882.7,0.005,0.4481,0.1206,0.022,3.415,0.1753,0.2333,1.1054,0.2977,723.9389,90.6043,0.4691,0.2906,0.5591,5.5,629,poor
15388.94,-0.1567,0.3309,0.3595,0.0818,6.2871,0.0881,0.1888,0.776,0.4818,361.7284,44.4519,0.2879,0.3572,0.8963,1.7,490,bad
23026.85,-0.2322,0.3747,0.2729,0.0466,6.0699,0.092,0.2016,0.9684,0.4213,239.3127,7.1954,0.3689,0.5701,0.7943,6.7,538,bad
16809.71,-0.0175,0.3737,0.187,0.0265,3.9309,0.1184,0.3113,0.9493,0.2674,108.4156,111.8283,0.4688,0.2572,0.562,5.7,631,poor
